Product Sub-Category,Product Container,Continent,Customer Segment,Product Category,Ship Mode,Order Quantity,Profit,Sales,City,Country / Region,State or Province,Shipping Cost
Computer Peripherals,Small Pack,Asia,Corporate,Technology,Regular Air,61,985,1357,Surat,India,Gujarat,2
Binders and Binder Accessories,Small Box,Asia,Small Business,Office Supplies,Express Air,148,919,1286,Guangzhou,China,Guangdong Sheng,3
Office Furnishings,Small Box,North America,Consumer,Furniture,Regular Air,4,24,35,Huntington Beach,United States of America,California,5
Binders and Binder Accessories,Small Box,North America,Small Business,Office Supplies,Express Air,37,162,322,Eagle,United States of America,Idaho,3
"Scissors, Rulers and Trimmers",Small Pack,Asia,Home Office,Office Supplies,Regular Air,176,285,370,Delhi,India,National Capital Territory of Delhi,3
"Scissors, Rulers and Trimmers",Small Pack,North America,Home Office,Office Supplies,Regular Air,44,38,93,Kingman,United States of America,Arizona,3
Binders and Binder Accessories,Small Box,South America,Small Business,Office Supplies,Regular Air,90,16110,20922,Buenos Aires,Argentina,Province de Buenos Aires,15
Computer Peripherals,Small Box,North America,Small Business,Technology,Regular Air,9,42,229,Deland,United States of America,Florida,6
Storage & Organization,Large Box,North America,Consumer,Office Supplies,Express Air,9,151,603,Utica,United States of America,New York,35
Telephones and Communication,Small Box,Asia,Corporate,Technology,Regular Air,50,1411,7663,Beijing,China,Beijing,4
Appliances,Small Box,North America,Home Office,Office Supplies,Regular Air,39,1067,1546,Killeen,United States of America,Texas,5
Appliances,Small Box,Asia,Home Office,Office Supplies,Regular Air,155,4731,6144,Manila,Philippines,Région Capitale Nationale,5
Paper,Small Box,North America,Consumer,Office Supplies,Regular Air,9,10,49,Longview,United States of America,Washington,5
Appliances,Medium Box,North America,Consumer,Office Supplies,Express Air,10,-11,132,Shirley,United States of America,New York,7
Binders and Binder Accessories,Small Box,North America,Home Office,Office Supplies,Regular Air,17,5,33,Ann Arbor,United States of America,Michigan,1
Binders and Binder Accessories,Small Box,North America,Home Office,Office Supplies,Regular Air,68,-10,132,Chicago,United States of America,Illinois,1
Computer Peripherals,Small Pack,North America,Home Office,Technology,Regular Air,37,694,1006,Ann Arbor,United States of America,Michigan,2
Computer Peripherals,Small Pack,North America,Home Office,Technology,Regular Air,148,301,4026,Chicago,United States of America,Illinois,2
Bookcases,Jumbo Box,Asia,Corporate,Furniture,Delivery Truck,29,2556,4056,Jalandhar,India,Punjab,36
Bookcases,Jumbo Box,Europe,Home Office,Furniture,Delivery Truck,180,5739,10803,Warsaw,Poland,Mazowieckie,37
Office Furnishings,Small Box,North America,Corporate,Furniture,Regular Air,7,8,46,Saint Charles,United States of America,Illinois,6
Labels,Small Box,North America,Home Office,Office Supplies,Regular Air,11,39,56,Carbondale,United States of America,Illinois,1
Labels,Small Box,Europe,Home Office,Office Supplies,Regular Air,43,169,219,Rome,Italy,Lazio,1
Office Machines,Medium Box,Asia,Home Office,Technology,Regular Air,173,20081,26079,Seoul,Republic of Korea,Soul,14
Appliances,Medium Box,Asia,Consumer,Office Supplies,Express Air,39,-21,514,Shenyang,China,Liaoning Sheng,7
Office Machines,Medium Box,North America,Home Office,Technology,Regular Air,43,4473,6482,Atascadero,United States of America,California,14
Office Furnishings,Jumbo Drum,North America,Small Business,Furniture,Delivery Truck,4,79,115,Levittown,United States of America,New York,16
Pens & Art Supplies,Small Pack,Europe,Home Office,Office Supplies,Regular Air,173,887,2803,Rome,Italy,Lazio,5
Paper,Small Box,Australasia,Consumer,Office Supplies,Regular Air,133,1916,2488,Sydney,Australia,New South Wales,6
Paper,Small Box,North America,Consumer,Office Supplies,Regular Air,33,371,617,Carson City,United States of America,Nevada,6
Office Furnishings,Large Box,Europe,Home Office,Furniture,Regular Air,25,1886,2449,Berlin,Germany,Berlin,21
Office Furnishings,Large Box,North America,Home Office,Furniture,Regular Air,6,406,588,Carlsbad,United States of America,New Mexico,21
Binders and Binder Accessories,Small Box,Europe,Home Office,Office Supplies,Regular Air,11,53,69,Berlin,Germany,Berlin,7
Binders and Binder Accessories,Small Box,North America,Home Office,Office Supplies,Regular Air,3,8,19,Carlsbad,United States of America,New Mexico,7
Telephones and Communication,Small Box,Europe,Home Office,Technology,Regular Air,36,843,3687,Berlin,Germany,Berlin,6
Bookcases,Jumbo Box,North America,Small Business,Furniture,Delivery Truck,9,-530,1156,Shawnee,United States of America,Kansas,55
Telephones and Communication,Small Box,North America,Home Office,Technology,Regular Air,9,49,922,Carlsbad,United States of America,New Mexico,6
Binders and Binder Accessories,Small Box,North America,Home Office,Office Supplies,Regular Air,9,140,203,Philadelphia,United States of America,Pennsylvania,3
Binders and Binder Accessories,Small Box,Europe,Home Office,Office Supplies,Regular Air,36,624,810,Paris,France,Île-de-France,3
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,40,112,244,Rockford,United States of America,Illinois,9
Paper,Small Box,Asia,Corporate,Office Supplies,Regular Air,158,742,964,Jakarta,Indonesia,Jakarta,9
Telephones and Communication,Wrap Bag,Asia,Home Office,Technology,Regular Air,72,945,1227,Shanghai,China,Shanghai Shi,1
Telephones and Communication,Wrap Bag,North America,Home Office,Technology,Regular Air,18,-345,307,Meridian,United States of America,Mississippi,1
Tables,Jumbo Box,North America,Corporate,Furniture,Delivery Truck,3,85,246,Portland,United States of America,Oregon,89
Envelopes,Small Box,North America,Small Business,Office Supplies,Regular Air,34,1970,2855,Strongsville,United States of America,Ohio,5
Envelopes,Small Box,North America,Small Business,Office Supplies,Regular Air,137,1620,11505,Philadelphia,United States of America,Pennsylvania,5
Bookcases,Jumbo Box,Asia,Small Business,Furniture,Delivery Truck,36,-994,4623,Osaka,Japan,Ōsaka,55
"Scissors, Rulers and Trimmers",Small Pack,Asia,Small Business,Office Supplies,Regular Air,32,108,338,Wuhan,China,Hubei Sheng,3
Pens & Art Supplies,Wrap Bag,North America,Small Business,Office Supplies,Regular Air,44,76,135,Petaluma,United States of America,California,1
Telephones and Communication,Wrap Bag,Asia,Corporate,Technology,Regular Air,22,520,676,Ahmedabad,India,Gujarat,6
Telephones and Communication,Small Box,Asia,Corporate,Technology,Express Air,83,1168,4415,Ahmedabad,India,Gujarat,6
Labels,Small Box,North America,Consumer,Office Supplies,Express Air,33,77,112,Santa Fe,United States of America,New Mexico,1
Binders and Binder Accessories,Small Box,Europe,Corporate,Office Supplies,Regular Air,72,682,2435,Edinburgh,United Kingdom,Scotland,15
Storage & Organization,Small Box,Europe,Corporate,Office Supplies,Regular Air,173,1744,2265,Warsaw,Poland,Mazowieckie,9
Storage & Organization,Small Box,North America,Corporate,Office Supplies,Regular Air,43,105,563,Lemon Grove,United States of America,California,9
Chairs & Chairmats,Jumbo Drum,Europe,Corporate,Furniture,Delivery Truck,22,3577,6493,Warsaw,Poland,Mazowieckie,57
Chairs & Chairmats,Jumbo Drum,North America,Corporate,Furniture,Delivery Truck,5,208,1476,Lemon Grove,United States of America,California,57
Paper,Small Box,North America,Consumer,Office Supplies,Regular Air,13,-42,77,Pembroke Pines,United States of America,Florida,6
Binders and Binder Accessories,Small Box,North America,Small Business,Office Supplies,Regular Air,9,-62,41,Shawnee,United States of America,Kansas,5
Office Furnishings,Small Box,North America,Corporate,Furniture,Regular Air,21,1611,255,Newport News,United States of America,Virginia,5
Chairs & Chairmats,Jumbo Drum,North America,Small Business,Furniture,Delivery Truck,39,2616,8844,Vincennes,United States of America,Indiana,64
Chairs & Chairmats,Jumbo Drum,North America,Small Business,Furniture,Delivery Truck,155,1062,35147,Philadelphia,United States of America,Pennsylvania,64
Appliances,Large Box,North America,Small Business,Office Supplies,Regular Air,41,8752,12684,Tyler,United States of America,Texas,24
Appliances,Large Box,Australasia,Small Business,Office Supplies,Regular Air,162,38591,50118,Sydney,Australia,New South Wales,24
Rubber Bands,Wrap Bag,Asia,Consumer,Office Supplies,Regular Air,83,117,152,Karachi,Pakistan,Sindh,1
Binders and Binder Accessories,Small Box,Asia,Home Office,Office Supplies,Regular Air,133,2736,3553,Manila,Philippines,Région Capitale Nationale,6
Binders and Binder Accessories,Small Box,North America,Home Office,Office Supplies,Regular Air,33,15,882,Apex,United States of America,North Carolina,6
Appliances,Small Box,North America,Small Business,Office Supplies,Regular Air,36,15,421,Tyler,United States of America,Texas,5
Appliances,Small Box,Australasia,Small Business,Office Supplies,Regular Air,144,266,1683,Sydney,Australia,New South Wales,5
Binders and Binder Accessories,Small Box,Asia,Small Business,Office Supplies,Regular Air,38,-116,173,Osaka,Japan,Ōsaka,5
Tables,Jumbo Box,Asia,Corporate,Furniture,Delivery Truck,43,4791,6222,Tokyo,Japan,Tokyo,80
Tables,Jumbo Box,North America,Corporate,Furniture,Delivery Truck,11,354,1592,Laguna Hills,United States of America,California,80
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,4,10,33,Moore,United States of America,Oklahoma,8
Paper,Small Box,South America,Corporate,Office Supplies,Regular Air,14,88,115,Sao Paulo,Brazil,São Paulo,8
Chairs & Chairmats,Jumbo Drum,North America,Small Business,Furniture,Delivery Truck,12,333,1925,Lufkin,United States of America,Texas,44
Chairs & Chairmats,Jumbo Drum,Asia,Consumer,Furniture,Delivery Truck,94,2688,11668,Karachi,Pakistan,Sindh,30
Chairs & Chairmats,Jumbo Drum,North America,Consumer,Furniture,Delivery Truck,23,3,2855,Royal Palm Beach,United States of America,Florida,30
Pens & Art Supplies,Wrap Bag,Asia,Consumer,Office Supplies,Regular Air,173,48,485,Karachi,Pakistan,Sindh,1
Pens & Art Supplies,Wrap Bag,North America,Consumer,Office Supplies,Regular Air,43,277,121,Royal Palm Beach,United States of America,Florida,1
Storage & Organization,Large Box,North America,Home Office,Office Supplies,Regular Air,10,144,703,Easton,United States of America,Pennsylvania,35
Office Furnishings,Small Box,North America,Consumer,Furniture,Regular Air,63,14,697,Washington,United States of America,District of Columbia,5
Storage & Organization,Large Box,North America,Home Office,Office Supplies,Regular Air,40,-309,2814,New York City,United States of America,New York,35
Computer Peripherals,Small Box,North America,Corporate,Technology,Regular Air,13,50,207,Indianapolis,United States of America,Indiana,4
Computer Peripherals,Small Box,Asia,Corporate,Technology,Regular Air,50,283,796,Tianjin,China,Tianjin Shi,4
Binders and Binder Accessories,Small Box,South America,Corporate,Office Supplies,Express Air,79,303,393,Rio de Janeiro,Brazil,Rio de Janeiro,6
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Express Air,20,34,100,Rexburg,United States of America,Idaho,6
Binders and Binder Accessories,Small Box,South America,Consumer,Office Supplies,Regular Air,151,419,933,Buenos Aires,Argentina,Province de Buenos Aires,5
Binders and Binder Accessories,Small Box,North America,Consumer,Office Supplies,Regular Air,38,24,235,Phoenix,United States of America,Arizona,5
Office Machines,Jumbo Drum,Africa,Home Office,Technology,Delivery Truck,155,60844,79019,Cairo,Egypt,Al Qahirah,28
Office Machines,Jumbo Drum,North America,Home Office,Technology,Delivery Truck,39,367,19882,Homewood,United States of America,Alabama,28
Telephones and Communication,Wrap Bag,North America,Home Office,Technology,Regular Air,14,96,264,Easton,United States of America,Pennsylvania,1
Office Furnishings,Small Box,North America,Consumer,Furniture,Regular Air,16,17,177,Huntington Beach,United States of America,California,5
Telephones and Communication,Wrap Bag,North America,Home Office,Technology,Regular Air,58,39,1095,New York City,United States of America,New York,1
Binders and Binder Accessories,Small Box,South America,Corporate,Office Supplies,Regular Air,155,509,661,Buenos Aires,Argentina,Province de Buenos Aires,5
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,39,-2115,166,Rose Hill,United States of America,Virginia,5
Storage & Organization,Large Box,North America,Home Office,Office Supplies,Regular Air,22,369,1846,Warren,United States of America,Ohio,35
Storage & Organization,Large Box,Asia,Home Office,Office Supplies,Regular Air,86,5557,7217,Istanbul,Turkey,Istanbul,35
Bookcases,Jumbo Box,Europe,Corporate,Furniture,Delivery Truck,166,6932,9003,Lisbon,Portugal,Lisboa,37
Envelopes,Small Box,Asia,Home Office,Office Supplies,Regular Air,122,11,1431,Luga,Russian Federation,Leningrad,7
Office Machines,Jumbo Drum,Asia,Home Office,Technology,Delivery Truck,25,5494,10048,Moscow,Russian Federation,Moskva (city),15
Computer Peripherals,Small Box,North America,Small Business,Technology,Regular Air,1,63,91,Shaker Heights,United States of America,Ohio,7
Telephones and Communication,Small Box,South America,Small Business,Technology,Regular Air,122,17231,22378,Fortaleza,Brazil,Ceara,3
Office Furnishings,Small Box,North America,Corporate,Furniture,Regular Air,16,261,819,Shakopee,United States of America,Minnesota,20
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,21,-138,303,Richmond,United States of America,Kentucky,7
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,23,72,166,Emporia,United States of America,Kansas,3
Binders and Binder Accessories,Small Box,Asia,Corporate,Office Supplies,Regular Air,94,410,677,Kolkata,India,West Bengal,3
Pens & Art Supplies,Small Pack,North America,Home Office,Office Supplies,Regular Air,39,527,1363,Warren,United States of America,Ohio,9
Pens & Art Supplies,Small Pack,Asia,Home Office,Office Supplies,Regular Air,155,2992,5416,Istanbul,Turkey,Istanbul,9
Appliances,Small Box,North America,Home Office,Office Supplies,Regular Air,41,1687,2444,Oak Creek,United States of America,Wisconsin,4
Appliances,Small Box,Asia,Home Office,Office Supplies,Regular Air,162,7437,9658,Moscow,Russian Federation,Moskva (city),4
Computer Peripherals,Small Box,Asia,Consumer,Technology,Regular Air,11,246,320,Tokyo,Japan,Tokyo,4
Office Furnishings,Small Box,Europe,Corporate,Furniture,Regular Air,144,2587,3360,Madrid,Spain,Madrid,8
Tables,Jumbo Box,Africa,Home Office,Furniture,Delivery Truck,97,5906,24379,Addis Ababa,Ethiopia,Addis Ababa,63
Office Furnishings,Small Box,Africa,Corporate,Furniture,Regular Air,63,980,3224,Johannesburg,South Africa,Gauteng,20
Tables,Jumbo Box,North America,Home Office,Furniture,Delivery Truck,24,343,6032,Redmond,United States of America,Washington,63
Pens & Art Supplies,Small Pack,North America,Home Office,Office Supplies,Regular Air,20,16,440,West Chicago,United States of America,Illinois,9
Pens & Art Supplies,Small Pack,North America,Home Office,Office Supplies,Regular Air,79,-34,1738,Dallas,United States of America,Texas,9
Telephones and Communication,Small Box,North America,Home Office,Technology,Regular Air,25,86,1374,Waterloo,United States of America,Iowa,20
